Seq. ID.	Class	AMP Probability
PROTEIN_4632	AMP	0.67
PROTEIN_4633	NAMP	0.43
PROTEIN_4634	AMP	0.67
PROTEIN_4635	AMP	0.99
PROTEIN_4636	AMP	0.95
PROTEIN_4637	AMP	0.97
PROTEIN_4638	AMP	1.00
PROTEIN_4639	AMP	0.88
PROTEIN_4640	AMP	0.85
PROTEIN_4641	AMP	0.98
PROTEIN_4642	NAMP	0.09
PROTEIN_4643	AMP	0.85
PROTEIN_4644	NAMP	0.10
PROTEIN_4645	AMP	0.55
PROTEIN_4646	NAMP	0.34
PROTEIN_4647	NAMP	0.45
PROTEIN_4648	AMP	0.61
PROTEIN_4649	AMP	0.57
PROTEIN_4650	NAMP	0.43
PROTEIN_4651	AMP	0.77
PROTEIN_4652	NAMP	0.19
PROTEIN_4653	AMP	0.61
PROTEIN_4654	AMP	0.97
PROTEIN_4655	AMP	1.00
PROTEIN_4656	NAMP	0.23
PROTEIN_4657	AMP	0.64
PROTEIN_4658	AMP	0.64
PROTEIN_4659	AMP	0.52
PROTEIN_4660	AMP	0.90
PROTEIN_4661	AMP	0.88
PROTEIN_4662	NAMP	0.44
PROTEIN_4663	AMP	0.66
PROTEIN_4664	AMP	0.93
PROTEIN_4665	NAMP	0.26
PROTEIN_4666	AMP	0.72
PROTEIN_4667	AMP	0.73
PROTEIN_4668	AMP	0.73
PROTEIN_4669	NAMP	0.12
PROTEIN_4670	AMP	0.92
PROTEIN_4671	AMP	0.55
PROTEIN_4672	AMP	0.86
PROTEIN_4673	NAMP	0.43
PROTEIN_4674	AMP	0.99
PROTEIN_4675	NAMP	0.01
PROTEIN_4676	AMP	0.99
PROTEIN_4677	NAMP	0.25
PROTEIN_4678	NAMP	0.41
PROTEIN_4679	AMP	0.79
PROTEIN_4680	AMP	0.75
PROTEIN_4681	NAMP	0.28
PROTEIN_4682	AMP	0.76
PROTEIN_4683	AMP	1.00
PROTEIN_4684	AMP	0.88
PROTEIN_4685	AMP	0.99
PROTEIN_4686	AMP	0.96
PROTEIN_4687	AMP	0.78
PROTEIN_4688	AMP	0.92
PROTEIN_4689	AMP	0.81
PROTEIN_4690	NAMP	0.01
PROTEIN_4691	AMP	0.91
PROTEIN_4692	AMP	0.75
PROTEIN_4693	AMP	0.73
PROTEIN_4694	AMP	0.68
PROTEIN_4695	NAMP	0.32
PROTEIN_4696	AMP	0.93
PROTEIN_4697	NAMP	0.11
PROTEIN_4698	AMP	0.96
PROTEIN_4699	AMP	0.95
PROTEIN_4700	AMP	0.55
PROTEIN_4701	AMP	0.69
PROTEIN_4702	NAMP	0.50
PROTEIN_4703	NAMP	0.30
PROTEIN_4704	NAMP	0.01
PROTEIN_4705	AMP	0.50
PROTEIN_4706	AMP	0.90
PROTEIN_4707	NAMP	0.05
PROTEIN_4708	NAMP	0.00
PROTEIN_4709	AMP	0.74
PROTEIN_4710	AMP	0.86
PROTEIN_4711	AMP	0.50
PROTEIN_4712	AMP	0.72
PROTEIN_4713	NAMP	0.03
PROTEIN_4714	NAMP	0.32
PROTEIN_4715	AMP	0.87
PROTEIN_4716	AMP	0.87
PROTEIN_4717	AMP	0.85
PROTEIN_4718	NAMP	0.06
PROTEIN_4719	NAMP	0.08
PROTEIN_4720	AMP	0.65
PROTEIN_4721	NAMP	0.33
PROTEIN_4722	AMP	0.97
PROTEIN_4723	AMP	0.72
PROTEIN_4724	NAMP	0.00
PROTEIN_4725	NAMP	0.00
PROTEIN_4726	AMP	0.96
PROTEIN_4727	AMP	0.92
PROTEIN_4728	AMP	0.90
PROTEIN_4729	AMP	0.82
PROTEIN_4730	NAMP	0.43
PROTEIN_4731	AMP	0.77
PROTEIN_4732	AMP	0.58
PROTEIN_4733	AMP	0.97
PROTEIN_4734	AMP	0.67
PROTEIN_4735	AMP	0.58
PROTEIN_4736	AMP	0.90
PROTEIN_4737	AMP	0.90
PROTEIN_4738	AMP	0.71
PROTEIN_4739	NAMP	0.01
PROTEIN_4740	NAMP	0.32
PROTEIN_4741	AMP	0.90
PROTEIN_4742	AMP	0.99
PROTEIN_4743	AMP	0.92
PROTEIN_4744	NAMP	0.28
PROTEIN_4745	AMP	0.50
PROTEIN_4746	NAMP	0.11
PROTEIN_4747	AMP	0.61
PROTEIN_4748	AMP	0.93
PROTEIN_4749	AMP	0.81
PROTEIN_4750	AMP	0.83
PROTEIN_4751	AMP	0.71
PROTEIN_4752	AMP	0.99
PROTEIN_4753	NAMP	0.01
PROTEIN_4754	AMP	0.91
PROTEIN_4755	NAMP	0.15
PROTEIN_4756	AMP	0.54
PROTEIN_4757	AMP	0.95
PROTEIN_4758	AMP	0.91
PROTEIN_4759	AMP	0.88
PROTEIN_4760	AMP	1.00
PROTEIN_4761	AMP	0.98
PROTEIN_4762	AMP	0.63
PROTEIN_4763	AMP	0.78
PROTEIN_4764	AMP	0.80
PROTEIN_4765	AMP	0.84
PROTEIN_4766	AMP	0.63
PROTEIN_4767	NAMP	0.32
PROTEIN_4768	NAMP	0.06
PROTEIN_4769	NAMP	0.47
PROTEIN_4770	NAMP	0.01
PROTEIN_4771	AMP	0.86
PROTEIN_4772	AMP	0.72
PROTEIN_4773	NAMP	0.01
PROTEIN_4774	AMP	0.71
PROTEIN_4775	AMP	0.66
PROTEIN_4776	NAMP	0.13
PROTEIN_4777	NAMP	0.46
PROTEIN_4778	AMP	1.00
PROTEIN_4779	NAMP	0.15
PROTEIN_4780	NAMP	0.31
PROTEIN_4781	AMP	0.99
PROTEIN_4782	AMP	0.78
PROTEIN_4783	NAMP	0.16
PROTEIN_4784	NAMP	0.08
PROTEIN_4785	AMP	0.64
PROTEIN_4786	AMP	0.87
PROTEIN_4787	NAMP	0.01
PROTEIN_4788	NAMP	0.08
PROTEIN_4789	NAMP	0.27
PROTEIN_4790	AMP	0.79
PROTEIN_4791	AMP	0.83
PROTEIN_4792	NAMP	0.00
PROTEIN_4793	AMP	0.81
PROTEIN_4794	AMP	0.78
PROTEIN_4795	AMP	0.96
PROTEIN_4796	NAMP	0.01
PROTEIN_4797	AMP	0.91
PROTEIN_4798	AMP	0.92
PROTEIN_4799	NAMP	0.05
PROTEIN_4800	AMP	0.70
PROTEIN_4801	NAMP	0.29
PROTEIN_4802	NAMP	0.01
PROTEIN_4803	AMP	0.66
PROTEIN_4804	NAMP	0.06
PROTEIN_4805	AMP	0.93
PROTEIN_4806	AMP	0.95
PROTEIN_4807	AMP	0.67
PROTEIN_4808	AMP	0.80
PROTEIN_4809	AMP	0.65
PROTEIN_4810	AMP	0.89
PROTEIN_4811	AMP	0.98
PROTEIN_4812	NAMP	0.34
PROTEIN_4813	AMP	0.78
PROTEIN_4814	AMP	0.89
PROTEIN_4815	AMP	0.90
PROTEIN_4816	NAMP	0.28
PROTEIN_4817	AMP	0.89
PROTEIN_4818	AMP	0.92
PROTEIN_4819	AMP	0.90
PROTEIN_4820	NAMP	0.05
PROTEIN_4821	NAMP	0.30
PROTEIN_4822	NAMP	0.00
PROTEIN_4823	NAMP	0.49
PROTEIN_4824	AMP	0.99
PROTEIN_4825	AMP	0.69
PROTEIN_4826	AMP	0.66
PROTEIN_4827	NAMP	0.46
PROTEIN_4828	AMP	1.00
PROTEIN_4829	AMP	0.99
PROTEIN_4830	AMP	0.96
PROTEIN_4831	AMP	0.93
PROTEIN_4832	AMP	0.84
PROTEIN_4833	AMP	0.91
PROTEIN_4834	AMP	0.79
PROTEIN_4835	AMP	0.96
PROTEIN_4836	AMP	0.66
PROTEIN_4837	AMP	0.75
PROTEIN_4838	AMP	0.94
PROTEIN_4839	AMP	0.80
PROTEIN_4840	NAMP	0.34
PROTEIN_4841	AMP	0.75
PROTEIN_4842	NAMP	0.10
PROTEIN_4843	NAMP	0.08
PROTEIN_4844	AMP	0.96
PROTEIN_4845	AMP	0.87
PROTEIN_4846	AMP	0.54
PROTEIN_4847	NAMP	0.18
PROTEIN_4848	NAMP	0.00
PROTEIN_4849	AMP	0.88
PROTEIN_4850	AMP	0.95
PROTEIN_4851	AMP	0.78
PROTEIN_4852	AMP	0.70
PROTEIN_4853	NAMP	0.00
PROTEIN_4854	AMP	0.98
PROTEIN_4855	NAMP	0.10
PROTEIN_4856	AMP	0.71
PROTEIN_4857	AMP	0.75
PROTEIN_4858	AMP	0.57
PROTEIN_4859	AMP	0.98
PROTEIN_4860	AMP	0.97
PROTEIN_4861	AMP	0.90
PROTEIN_4862	NAMP	0.03
PROTEIN_4863	AMP	0.93
PROTEIN_4864	AMP	0.79
PROTEIN_4865	AMP	0.86
PROTEIN_4866	NAMP	0.04
PROTEIN_4867	NAMP	0.02
PROTEIN_4868	AMP	0.96
PROTEIN_4869	NAMP	0.47
PROTEIN_4870	AMP	0.84
PROTEIN_4871	AMP	0.78
PROTEIN_4872	AMP	0.85
PROTEIN_4873	AMP	0.51
PROTEIN_4874	AMP	0.85
PROTEIN_4875	NAMP	0.11
PROTEIN_4876	AMP	0.97
PROTEIN_4877	AMP	0.98
PROTEIN_4878	AMP	0.99
PROTEIN_4879	AMP	0.80
PROTEIN_4880	AMP	0.85
PROTEIN_4881	NAMP	0.00
PROTEIN_4882	AMP	0.65
PROTEIN_4883	NAMP	0.15
PROTEIN_4884	AMP	0.83
PROTEIN_4885	AMP	0.77
PROTEIN_4886	NAMP	0.00
PROTEIN_4887	NAMP	0.17
PROTEIN_4888	AMP	0.97
PROTEIN_4889	NAMP	0.01
PROTEIN_4890	AMP	0.62
PROTEIN_4891	AMP	0.85
PROTEIN_4892	AMP	0.71
PROTEIN_4893	AMP	0.60
PROTEIN_4894	AMP	0.96
PROTEIN_4895	AMP	0.59
PROTEIN_4896	AMP	0.85
PROTEIN_4897	NAMP	0.30
PROTEIN_4898	AMP	0.95
PROTEIN_4899	NAMP	0.01
PROTEIN_4900	NAMP	0.47
PROTEIN_4901	AMP	0.97
PROTEIN_4902	AMP	0.93
PROTEIN_4903	AMP	0.84
PROTEIN_4904	AMP	0.84
PROTEIN_4905	NAMP	0.22
PROTEIN_4906	AMP	1.00
PROTEIN_4907	AMP	0.69
PROTEIN_4908	AMP	0.90
PROTEIN_4909	AMP	0.61
PROTEIN_4910	AMP	0.65
PROTEIN_4911	NAMP	0.36
PROTEIN_4912	AMP	0.72
PROTEIN_4913	AMP	0.94
PROTEIN_4914	AMP	0.90
PROTEIN_4915	NAMP	0.50
PROTEIN_4916	NAMP	0.22
PROTEIN_4917	NAMP	0.14
PROTEIN_4918	NAMP	0.11
PROTEIN_4919	AMP	0.84
PROTEIN_4920	AMP	0.86
PROTEIN_4921	AMP	0.70
PROTEIN_4922	NAMP	0.00
PROTEIN_4923	AMP	0.55
PROTEIN_4924	AMP	0.87
PROTEIN_4925	NAMP	0.38
PROTEIN_4926	AMP	0.84
PROTEIN_4927	NAMP	0.19
PROTEIN_4928	AMP	0.95
PROTEIN_4929	AMP	0.58
PROTEIN_4930	NAMP	0.01
PROTEIN_4931	AMP	0.60
PROTEIN_4932	AMP	0.96
PROTEIN_4933	AMP	0.89
PROTEIN_4934	AMP	0.87
PROTEIN_4935	NAMP	0.24
PROTEIN_4936	AMP	0.99
PROTEIN_4937	AMP	0.79
PROTEIN_4938	AMP	0.95
PROTEIN_4939	NAMP	0.01
PROTEIN_4940	AMP	0.93
PROTEIN_4941	AMP	1.00
PROTEIN_4942	AMP	0.85
PROTEIN_4943	AMP	0.74
PROTEIN_4944	AMP	0.80
PROTEIN_4945	NAMP	0.44
PROTEIN_4946	AMP	0.98
PROTEIN_4947	NAMP	0.31
PROTEIN_4948	AMP	0.72
PROTEIN_4949	NAMP	0.01
PROTEIN_4950	NAMP	0.03
PROTEIN_4951	NAMP	0.30
PROTEIN_4952	AMP	0.72
PROTEIN_4953	AMP	0.93
PROTEIN_4954	AMP	0.96
PROTEIN_4955	AMP	0.62
PROTEIN_4956	AMP	0.55
PROTEIN_4957	NAMP	0.49
PROTEIN_4958	NAMP	0.05
PROTEIN_4959	AMP	0.84
PROTEIN_4960	AMP	1.00
PROTEIN_4961	AMP	0.50
PROTEIN_4962	AMP	0.90
PROTEIN_4963	AMP	0.94
PROTEIN_4964	NAMP	0.06
PROTEIN_4965	AMP	0.74
PROTEIN_4966	NAMP	0.01
PROTEIN_4967	AMP	0.92
PROTEIN_4968	NAMP	0.01
PROTEIN_4969	NAMP	0.03
PROTEIN_4970	AMP	0.79
PROTEIN_4971	AMP	0.57
PROTEIN_4972	NAMP	0.19
PROTEIN_4973	NAMP	0.21
PROTEIN_4974	AMP	0.75
PROTEIN_4975	NAMP	0.08
PROTEIN_4976	NAMP	0.15
PROTEIN_4977	AMP	0.98
PROTEIN_4978	AMP	0.80
PROTEIN_4979	AMP	0.90
PROTEIN_4980	AMP	0.75
PROTEIN_4981	NAMP	0.08
PROTEIN_4982	AMP	0.85
PROTEIN_4983	AMP	0.97
PROTEIN_4984	NAMP	0.40
PROTEIN_4985	AMP	0.95
PROTEIN_4986	NAMP	0.18
PROTEIN_4987	AMP	0.97
PROTEIN_4988	AMP	0.64
PROTEIN_4989	AMP	0.64
PROTEIN_4990	AMP	0.58
PROTEIN_4991	AMP	0.83
PROTEIN_4992	AMP	0.93
PROTEIN_4993	AMP	0.83
PROTEIN_4994	AMP	0.84
PROTEIN_4995	NAMP	0.08
PROTEIN_4996	NAMP	0.21
PROTEIN_4997	AMP	0.88
PROTEIN_4998	AMP	0.92
PROTEIN_4999	NAMP	0.00
PROTEIN_5000	AMP	0.87
PROTEIN_5001	NAMP	0.47
PROTEIN_5002	AMP	0.91
PROTEIN_5003	AMP	0.55
PROTEIN_5004	AMP	0.93
PROTEIN_5005	AMP	0.76
PROTEIN_5006	NAMP	0.12
PROTEIN_5007	AMP	0.69
PROTEIN_5008	AMP	0.99
PROTEIN_5009	AMP	0.92
PROTEIN_5010	AMP	0.80
PROTEIN_5011	AMP	0.89
PROTEIN_5012	AMP	0.97
PROTEIN_5013	AMP	0.94
PROTEIN_5014	AMP	0.87
PROTEIN_5015	NAMP	0.00
PROTEIN_5016	AMP	0.59
PROTEIN_5017	AMP	0.76
PROTEIN_5018	AMP	0.85
PROTEIN_5019	AMP	0.77
PROTEIN_5020	AMP	0.97
PROTEIN_5021	AMP	0.98
PROTEIN_5022	AMP	0.81
PROTEIN_5023	NAMP	0.02
PROTEIN_5024	AMP	0.93
PROTEIN_5025	AMP	0.77
PROTEIN_5026	AMP	0.62
PROTEIN_5027	AMP	0.99
PROTEIN_5028	AMP	0.63
PROTEIN_5029	AMP	0.96
PROTEIN_5030	AMP	0.95
PROTEIN_5031	AMP	0.77
PROTEIN_5032	NAMP	0.01
PROTEIN_5033	AMP	0.92
PROTEIN_5034	AMP	0.90
PROTEIN_5035	AMP	0.59
PROTEIN_5036	AMP	0.90
PROTEIN_5037	NAMP	0.08
PROTEIN_5038	NAMP	0.18
PROTEIN_5039	AMP	0.98
PROTEIN_5040	NAMP	0.23
PROTEIN_5041	NAMP	0.06
PROTEIN_5042	AMP	0.98
PROTEIN_5043	NAMP	0.18
PROTEIN_5044	NAMP	0.11
PROTEIN_5045	AMP	0.97
PROTEIN_5046	AMP	0.96
PROTEIN_5047	AMP	0.84
PROTEIN_5048	NAMP	0.02
PROTEIN_5049	AMP	0.88
PROTEIN_5050	AMP	0.95
PROTEIN_5051	AMP	0.85
PROTEIN_5052	NAMP	0.48
PROTEIN_5053	AMP	0.99
PROTEIN_5054	AMP	0.66
PROTEIN_5055	AMP	0.83
PROTEIN_5056	AMP	0.65
PROTEIN_5057	NAMP	0.02
PROTEIN_5058	AMP	0.88
PROTEIN_5059	AMP	0.98
PROTEIN_5060	NAMP	0.35
PROTEIN_5061	AMP	0.91
PROTEIN_5062	NAMP	0.01
PROTEIN_5063	AMP	0.78
PROTEIN_5064	AMP	0.77
PROTEIN_5065	AMP	0.72
PROTEIN_5066	AMP	0.74
PROTEIN_5067	AMP	0.58
PROTEIN_5068	NAMP	0.22
PROTEIN_5069	AMP	0.95
PROTEIN_5070	AMP	0.97
PROTEIN_5071	NAMP	0.37
PROTEIN_5072	AMP	0.89
PROTEIN_5073	NAMP	0.13
PROTEIN_5074	AMP	0.60
PROTEIN_5075	NAMP	0.35
PROTEIN_5076	AMP	0.51
PROTEIN_5077	AMP	0.96
PROTEIN_5078	AMP	1.00
PROTEIN_5079	AMP	0.98
PROTEIN_5080	AMP	0.64
PROTEIN_5081	AMP	0.90
PROTEIN_5082	AMP	0.51
PROTEIN_5083	AMP	1.00
PROTEIN_5084	NAMP	0.07
PROTEIN_5085	AMP	0.86
PROTEIN_5086	AMP	0.85
PROTEIN_5087	NAMP	0.29
PROTEIN_5088	AMP	0.78
PROTEIN_5089	AMP	0.56
PROTEIN_5090	NAMP	0.07
PROTEIN_5091	AMP	0.74
PROTEIN_5092	AMP	0.99
PROTEIN_5093	AMP	0.97
PROTEIN_5094	AMP	0.98
PROTEIN_5095	AMP	0.74
PROTEIN_5096	AMP	0.96
PROTEIN_5097	AMP	0.94
PROTEIN_5098	NAMP	0.41
PROTEIN_5099	AMP	0.92
PROTEIN_5100	NAMP	0.29
PROTEIN_5101	AMP	0.99
PROTEIN_5102	NAMP	0.00
PROTEIN_5103	AMP	0.82
PROTEIN_5104	NAMP	0.21
PROTEIN_5105	AMP	0.77
PROTEIN_5106	NAMP	0.24
PROTEIN_5107	AMP	0.89
PROTEIN_5108	AMP	0.83
